rcdc_cso,rcdc,cso,pubs,agency
EYE DISEASE AND DISORDERS OF VISION * 1. Biology,EYE DISEASE AND DISORDERS OF VISION,1,8.109523809523807,INCa/INSERM/DGOS
OVARIAN CANCER * 1. Biology,OVARIAN CANCER,1,8.080952380952382,INCa/INSERM/DGOS
ASTHMA * 2. Etiology,ASTHMA,2,8.020634920634919,INCa/INSERM/DGOS
BIODEFENSE * 5. Treatment,BIODEFENSE,5,7.953517316017313,INCa/INSERM/DGOS
SUBSTANCE ABUSE * 3. Prevention,SUBSTANCE ABUSE,3,7.857142857142858,INCa/INSERM/DGOS
"NUTRITION * 4. Early Detection, Diagnosis",NUTRITION,4,7.843650793650792,INCa/INSERM/DGOS
PANCREATIC CANCER * 2. Etiology,PANCREATIC CANCER,2,7.737896825396825,INCa/INSERM/DGOS
"PANCREATIC CANCER * 6. Cancer Control, Survivorship",PANCREATIC CANCER,6,7.704166666666667,INCa/INSERM/DGOS
OBESITY * 1. Biology,OBESITY,1,7.5666666666666655,INCa/INSERM/DGOS
CHRONIC LIVER DISEASE AND CIRRHOSIS * 1. Biology,CHRONIC LIVER DISEASE AND CIRRHOSIS,1,7.489898989898993,INCa/INSERM/DGOS
INFLAMMATORY BOWEL DISEASE * 2. Etiology,INFLAMMATORY BOWEL DISEASE,2,7.47705627705628,INCa/INSERM/DGOS
MENTAL HEALTH * 2. Etiology,MENTAL HEALTH,2,7.398214285714285,INCa/INSERM/DGOS
COLO-RECTAL CANCER * 3. Prevention,COLO-RECTAL CANCER,3,7.3972222222222195,INCa/INSERM/DGOS
BRAIN CANCER * 2. Etiology,BRAIN CANCER,2,7.274343711843711,INCa/INSERM/DGOS
HEPATITIS - B * 2. Etiology,HEPATITIS - B,2,6.989441114441108,INCa/INSERM/DGOS
ORPHAN DRUG * 2. Etiology,ORPHAN DRUG,2,6.981222943722942,INCa/INSERM/DGOS
EYE DISEASE AND DISORDERS OF VISION * 5. Treatment,EYE DISEASE AND DISORDERS OF VISION,5,6.933333333333334,INCa/INSERM/DGOS
GENETICS * 3. Prevention,GENETICS,3,6.899025974025973,INCa/INSERM/DGOS
DIABETES * 3. Prevention,DIABETES,3,6.8972222222222195,INCa/INSERM/DGOS
PROSTATE CANCER * 2. Etiology,PROSTATE CANCER,2,6.840873015873016,INCa/INSERM/DGOS
"BRAIN CANCER * 6. Cancer Control, Survivorship",BRAIN CANCER,6,6.810714285714287,INCa/INSERM/DGOS
"VACCINE RELATED * 6. Cancer Control, Survivorship",VACCINE RELATED,6,6.769155844155844,INCa/INSERM/DGOS
"PEDIATRIC RESEARCH INITIATIVE * 6. Cancer Control, Survivorship",PEDIATRIC RESEARCH INITIATIVE,6,6.653968253968255,INCa/INSERM/DGOS
"NEURODEGENERATIVE * 4. Early Detection, Diagnosis",NEURODEGENERATIVE,4,6.541107503607504,INCa/INSERM/DGOS
"REGENERATIVE MEDICINE * 6. Cancer Control, Survivorship",REGENERATIVE MEDICINE,6,6.537012987012987,INCa/INSERM/DGOS
ORGAN TRANSPLANTATION * 5. Treatment,ORGAN TRANSPLANTATION,5,6.4968614718614734,INCa/INSERM/DGOS
HEART DISEASE * 1. Biology,HEART DISEASE,1,6.411111111111111,INCa/INSERM/DGOS
CONTRACEPTION/REPRODUCTION * 5. Treatment,CONTRACEPTION/REPRODUCTION,5,6.4,INCa/INSERM/DGOS
INFLAMMATORY BOWEL DISEASE * 1. Biology,INFLAMMATORY BOWEL DISEASE,1,6.376190476190477,INCa/INSERM/DGOS
CHILDHOOD LEUKEMIA * 2. Etiology,CHILDHOOD LEUKEMIA,2,6.325992063492058,INCa/INSERM/DGOS
"HEART DISEASE * 4. Early Detection, Diagnosis",HEART DISEASE,4,6.185353535353536,INCa/INSERM/DGOS
NEUROBLASTOMA * 1. Biology,NEUROBLASTOMA,1,6.10793650793651,INCa/INSERM/DGOS
"SEXUALLY TRANSMITTED DISEASES/HERPES * 4. Early Detection, Diagnosis",SEXUALLY TRANSMITTED DISEASES/HERPES,4,5.905555555555557,INCa/INSERM/DGOS
MENTAL HEALTH * 1. Biology,MENTAL HEALTH,1,5.879166666666666,INCa/INSERM/DGOS
CLIMATE-RELATED EXPOSURES AND CONDITIONS * 1. Biology,CLIMATE-RELATED EXPOSURES AND CONDITIONS,1,5.7666666666666675,INCa/INSERM/DGOS
"ASSISTIVE TECHNOLOGY * 6. Cancer Control, Survivorship",ASSISTIVE TECHNOLOGY,6,5.6794011544011545,INCa/INSERM/DGOS
TRANSPLANTATION * 2. Etiology,TRANSPLANTATION,2,5.650685425685425,INCa/INSERM/DGOS
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 1. Biology,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),1,5.490674603174603,INCa/INSERM/DGOS
CROHN'S DISEASE * 2. Etiology,CROHN'S DISEASE,2,5.409199134199136,INCa/INSERM/DGOS
STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN * 1. Biology,STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN,1,5.364285714285714,INCa/INSERM/DGOS
"STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 6. Cancer Control, Survivorship",STEM CELL RESEARCH - NONEMBRYONIC - HUMAN,6,5.3156926406926415,INCa/INSERM/DGOS
"CERVICAL CANCER * 6. Cancer Control, Survivorship",CERVICAL CANCER,6,5.276190476190476,INCa/INSERM/DGOS
ARTHRITIS * 5. Treatment,ARTHRITIS,5,5.250595238095237,INCa/INSERM/DGOS
LUPUS * 1. Biology,LUPUS,1,5.083333333333334,INCa/INSERM/DGOS
INFLAMMATORY BOWEL DISEASE * 5. Treatment,INFLAMMATORY BOWEL DISEASE,5,4.942857142857141,INCa/INSERM/DGOS
"UTERINE CANCER * 4. Early Detection, Diagnosis",UTERINE CANCER,4,4.875,INCa/INSERM/DGOS
"ESTROGEN * 6. Cancer Control, Survivorship",ESTROGEN,6,4.866666666666667,INCa/INSERM/DGOS
BIOTECHNOLOGY * 3. Prevention,BIOTECHNOLOGY,3,4.839448051948052,INCa/INSERM/DGOS
"NEUROBLASTOMA * 4. Early Detection, Diagnosis",NEUROBLASTOMA,4,4.804960317460316,INCa/INSERM/DGOS
"ORGAN TRANSPLANTATION * 6. Cancer Control, Survivorship",ORGAN TRANSPLANTATION,6,4.722835497835499,INCa/INSERM/DGOS
"SMOKING AND HEALTH * 6. Cancer Control, Survivorship",SMOKING AND HEALTH,6,4.70218253968254,INCa/INSERM/DGOS
"TOBACCO * 6. Cancer Control, Survivorship",TOBACCO,6,4.70218253968254,INCa/INSERM/DGOS
"INFERTILITY * 6. Cancer Control, Survivorship",INFERTILITY,6,4.685714285714285,INCa/INSERM/DGOS
"HIV/AIDS * 4. Early Detection, Diagnosis",HIV/AIDS,4,4.65755772005772,INCa/INSERM/DGOS
LUNG * 3. Prevention,LUNG,3,4.551984126984127,INCa/INSERM/DGOS
RARE DISEASES * 3. Prevention,RARE DISEASES,3,4.511904761904762,INCa/INSERM/DGOS
"HEPATITIS * 4. Early Detection, Diagnosis",HEPATITIS,4,4.44287518037518,INCa/INSERM/DGOS
"ACQUIRED COGNITIVE IMPAIRMENT * 6. Cancer Control, Survivorship",ACQUIRED COGNITIVE IMPAIRMENT,6,4.4218614718614715,INCa/INSERM/DGOS
"ARTHRITIS * 6. Cancer Control, Survivorship",ARTHRITIS,6,4.416666666666666,INCa/INSERM/DGOS
BIOENGINEERING * 2. Etiology,BIOENGINEERING,2,4.392857142857142,INCa/INSERM/DGOS
STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 2. Etiology,STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,2,4.354707792207792,INCa/INSERM/DGOS
UTERINE CANCER * 2. Etiology,UTERINE CANCER,2,4.329761904761907,INCa/INSERM/DGOS
"TRANSPLANTATION * 4. Early Detection, Diagnosis",TRANSPLANTATION,4,4.271428571428571,INCa/INSERM/DGOS
"OSTEOPOROSIS * 6. Cancer Control, Survivorship",OSTEOPOROSIS,6,4.191666666666666,INCa/INSERM/DGOS
"LIVER CANCER * 6. Cancer Control, Survivorship",LIVER CANCER,6,4.159559884559885,INCa/INSERM/DGOS
NEURODEGENERATIVE * 2. Etiology,NEURODEGENERATIVE,2,4.093391330891332,INCa/INSERM/DGOS
HEPATITIS * 5. Treatment,HEPATITIS,5,4.054996392496394,INCa/INSERM/DGOS
"EYE DISEASE AND DISORDERS OF VISION * 4. Early Detection, Diagnosis",EYE DISEASE AND DISORDERS OF VISION,4,4.033333333333334,INCa/INSERM/DGOS
UROLOGIC DISEASES * 3. Prevention,UROLOGIC DISEASES,3,4.029761904761905,INCa/INSERM/DGOS
"CONTRACEPTION/REPRODUCTION * 4. Early Detection, Diagnosis",CONTRACEPTION/REPRODUCTION,4,4.025,INCa/INSERM/DGOS
CROHN'S DISEASE * 1. Biology,CROHN'S DISEASE,1,4.001190476190477,INCa/INSERM/DGOS
"PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 6. Cancer Control, Survivorship",PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD,6,3.9916666666666667,INCa/INSERM/DGOS
ANTIMICROBIAL RESISTANCE * 5. Treatment,ANTIMICROBIAL RESISTANCE,5,3.926190476190476,INCa/INSERM/DGOS
HEART DISEASE * 2. Etiology,HEART DISEASE,2,3.901190476190477,INCa/INSERM/DGOS
"STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 4. Early Detection, Diagnosis",STEM CELL RESEARCH - NONEMBRYONIC - HUMAN,4,3.873809523809524,INCa/INSERM/DGOS
"MULTIPLE SCLEROSIS * 6. Cancer Control, Survivorship",MULTIPLE SCLEROSIS,6,3.8547619047619053,INCa/INSERM/DGOS
"SUBSTANCE ABUSE * 6. Cancer Control, Survivorship",SUBSTANCE ABUSE,6,3.8456709956709965,INCa/INSERM/DGOS
HEART DISEASE * 3. Prevention,HEART DISEASE,3,3.8166666666666673,INCa/INSERM/DGOS
VECTOR-BORNE DISEASES * 2. Etiology,VECTOR-BORNE DISEASES,2,3.80873015873016,INCa/INSERM/DGOS
NEUROBLASTOMA * 5. Treatment,NEUROBLASTOMA,5,3.7744047619047616,INCa/INSERM/DGOS
STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 2. Etiology,STEM CELL RESEARCH - NONEMBRYONIC - HUMAN,2,3.5376443001442994,INCa/INSERM/DGOS
SEXUALLY TRANSMITTED DISEASES/HERPES * 3. Prevention,SEXUALLY TRANSMITTED DISEASES/HERPES,3,3.5077380952380954,INCa/INSERM/DGOS
HPV AND/OR CERVICAL CANCER VACCINES * 3. Prevention,HPV AND/OR CERVICAL CANCER VACCINES,3,3.5077380952380954,INCa/INSERM/DGOS
NEUROFIBROMATOSIS * 1. Biology,NEUROFIBROMATOSIS,1,3.4898809523809518,INCa/INSERM/DGOS
PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 2. Etiology,PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD,2,3.4152777777777783,INCa/INSERM/DGOS
LUNG CANCER * 3. Prevention,LUNG CANCER,3,3.393650793650794,INCa/INSERM/DGOS
CYSTIC FIBROSIS * 1. Biology,CYSTIC FIBROSIS,1,3.3916666666666675,INCa/INSERM/DGOS
EMERGING INFECTIOUS DISEASES * 3. Prevention,EMERGING INFECTIOUS DISEASES,3,3.372582972582973,INCa/INSERM/DGOS
"ORPHAN DRUG * 6. Cancer Control, Survivorship",ORPHAN DRUG,6,3.3242063492063485,INCa/INSERM/DGOS
DIABETES * 5. Treatment,DIABETES,5,3.2944444444444447,INCa/INSERM/DGOS
"EMERGING INFECTIOUS DISEASES * 6. Cancer Control, Survivorship",EMERGING INFECTIOUS DISEASES,6,3.2844877344877337,INCa/INSERM/DGOS
ATHEROSCLEROSIS * 1. Biology,ATHEROSCLEROSIS,1,3.191666666666667,INCa/INSERM/DGOS
REHABILITATION * 5. Treatment,REHABILITATION,5,3.1511904761904757,INCa/INSERM/DGOS
DEPRESSION * 2. Etiology,DEPRESSION,2,3.1511904761904757,INCa/INSERM/DGOS
ASTHMA * 1. Biology,ASTHMA,1,3.1041666666666665,INCa/INSERM/DGOS
"CHRONIC LIVER DISEASE AND CIRRHOSIS * 6. Cancer Control, Survivorship",CHRONIC LIVER DISEASE AND CIRRHOSIS,6,3.09549062049062,INCa/INSERM/DGOS
"STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 6. Cancer Control, Survivorship",STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,6,3.056168831168831,INCa/INSERM/DGOS
PAIN RESEARCH * 1. Biology,PAIN RESEARCH,1,3.041666666666666,INCa/INSERM/DGOS
"INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 4. Early Detection, Diagnosis",INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,4,3.0,INCa/INSERM/DGOS
UTERINE CANCER * 5. Treatment,UTERINE CANCER,5,3.0,INCa/INSERM/DGOS
PAIN RESEARCH * 2. Etiology,PAIN RESEARCH,2,2.9621212121212124,INCa/INSERM/DGOS
INFERTILITY * 1. Biology,INFERTILITY,1,2.8666666666666667,INCa/INSERM/DGOS
SLEEP RESEARCH * 1. Biology,SLEEP RESEARCH,1,2.833333333333333,INCa/INSERM/DGOS
ACQUIRED COGNITIVE IMPAIRMENT * 1. Biology,ACQUIRED COGNITIVE IMPAIRMENT,1,2.8123015873015875,INCa/INSERM/DGOS
"STROKE * 6. Cancer Control, Survivorship",STROKE,6,2.8067460317460315,INCa/INSERM/DGOS
AGENT ORANGE & DIOXIN * 2. Etiology,AGENT ORANGE & DIOXIN,2,2.7833333333333337,INCa/INSERM/DGOS
PNEUMONIA & INFLUENZA * 2. Etiology,PNEUMONIA & INFLUENZA,2,2.754960317460317,INCa/INSERM/DGOS
"EMERGING INFECTIOUS DISEASES * 4. Early Detection, Diagnosis",EMERGING INFECTIOUS DISEASES,4,2.7355339105339103,INCa/INSERM/DGOS
"VACCINE RELATED * 4. Early Detection, Diagnosis",VACCINE RELATED,4,2.729166666666667,INCa/INSERM/DGOS
SEXUALLY TRANSMITTED DISEASES/HERPES * 1. Biology,SEXUALLY TRANSMITTED DISEASES/HERPES,1,2.667857142857143,INCa/INSERM/DGOS
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA * 5. Treatment,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA,5,2.6294011544011537,INCa/INSERM/DGOS
PAIN CONDITIONS - CHRONIC * 2. Etiology,PAIN CONDITIONS - CHRONIC,2,2.628787878787879,INCa/INSERM/DGOS
"INFLAMMATORY BOWEL DISEASE * 4. Early Detection, Diagnosis",INFLAMMATORY BOWEL DISEASE,4,2.6166666666666667,INCa/INSERM/DGOS
LIVER DISEASE * 3. Prevention,LIVER DISEASE,3,2.6035353535353534,INCa/INSERM/DGOS
BRAIN DISORDERS * 3. Prevention,BRAIN DISORDERS,3,2.6015873015873017,INCa/INSERM/DGOS
HYPERTENSION * 5. Treatment,HYPERTENSION,5,2.6,INCa/INSERM/DGOS
HPV AND/OR CERVICAL CANCER VACCINES * 2. Etiology,HPV AND/OR CERVICAL CANCER VACCINES,2,2.5458333333333334,INCa/INSERM/DGOS
"GENETIC TESTING * 6. Cancer Control, Survivorship",GENETIC TESTING,6,2.5249999999999995,INCa/INSERM/DGOS
"BIOTECHNOLOGY * 6. Cancer Control, Survivorship",BIOTECHNOLOGY,6,2.5,INCa/INSERM/DGOS
CROHN'S DISEASE * 5. Treatment,CROHN'S DISEASE,5,2.492857142857143,INCa/INSERM/DGOS
"SERIOUS MENTAL ILLNESS * 6. Cancer Control, Survivorship",SERIOUS MENTAL ILLNESS,6,2.485353535353536,INCa/INSERM/DGOS
"ESTROGEN * 4. Early Detection, Diagnosis",ESTROGEN,4,2.4833333333333334,INCa/INSERM/DGOS
"PERIPHERAL NEUROPATHY * 6. Cancer Control, Survivorship",PERIPHERAL NEUROPATHY,6,2.458928571428572,INCa/INSERM/DGOS
"INFANT MORTALITY/ (LBW) * 6. Cancer Control, Survivorship",INFANT MORTALITY/ (LBW),6,2.4166666666666665,INCa/INSERM/DGOS
"SEPTICEMIA * 6. Cancer Control, Survivorship",SEPTICEMIA,6,2.3944444444444444,INCa/INSERM/DGOS
INFLUENZA * 2. Etiology,INFLUENZA,2,2.3938492063492065,INCa/INSERM/DGOS
"PNEUMONIA & INFLUENZA * 6. Cancer Control, Survivorship",PNEUMONIA & INFLUENZA,6,2.392063492063492,INCa/INSERM/DGOS
"SEXUALLY TRANSMITTED DISEASES/HERPES * 6. Cancer Control, Survivorship",SEXUALLY TRANSMITTED DISEASES/HERPES,6,2.3698412698412703,INCa/INSERM/DGOS
COST EFFECTIVENESS RESEARCH * 5. Treatment,COST EFFECTIVENESS RESEARCH,5,2.333333333333333,INCa/INSERM/DGOS
CERVICAL CANCER * 3. Prevention,CERVICAL CANCER,3,2.305357142857143,INCa/INSERM/DGOS
PERIPHERAL NEUROPATHY * 5. Treatment,PERIPHERAL NEUROPATHY,5,2.300595238095238,INCa/INSERM/DGOS
DIGESTIVE DISEASES - (PEPTIC ULCER) * 2. Etiology,DIGESTIVE DISEASES - (PEPTIC ULCER),2,2.2888888888888888,INCa/INSERM/DGOS
ESTROGEN * 3. Prevention,ESTROGEN,3,2.2833333333333337,INCa/INSERM/DGOS
SEXUALLY TRANSMITTED DISEASES/HERPES * 5. Treatment,SEXUALLY TRANSMITTED DISEASES/HERPES,5,2.2642857142857142,INCa/INSERM/DGOS
"INFLAMMATORY BOWEL DISEASE * 6. Cancer Control, Survivorship",INFLAMMATORY BOWEL DISEASE,6,2.259523809523809,INCa/INSERM/DGOS
REHABILITATION * 2. Etiology,REHABILITATION,2,2.2333333333333334,INCa/INSERM/DGOS
PNEUMONIA & INFLUENZA * 5. Treatment,PNEUMONIA & INFLUENZA,5,2.208134920634921,INCa/INSERM/DGOS
"HEART DISEASE - CORONARY HEART DISEASE * 6. Cancer Control, Survivorship",HEART DISEASE - CORONARY HEART DISEASE,6,2.186111111111112,INCa/INSERM/DGOS
EYE DISEASE AND DISORDERS OF VISION * 2. Etiology,EYE DISEASE AND DISORDERS OF VISION,2,2.176190476190476,INCa/INSERM/DGOS
HYPERTENSION * 1. Biology,HYPERTENSION,1,2.1666666666666665,INCa/INSERM/DGOS
OBESITY * 5. Treatment,OBESITY,5,2.1666666666666665,INCa/INSERM/DGOS
DEMENTIA * 1. Biology,DEMENTIA,1,2.145634920634921,INCa/INSERM/DGOS
"CHILDHOOD LEUKEMIA * 6. Cancer Control, Survivorship",CHILDHOOD LEUKEMIA,6,2.135714285714285,INCa/INSERM/DGOS
"COST EFFECTIVENESS RESEARCH * 4. Early Detection, Diagnosis",COST EFFECTIVENESS RESEARCH,4,2.125,INCa/INSERM/DGOS
PNEUMONIA & INFLUENZA * 3. Prevention,PNEUMONIA & INFLUENZA,3,2.103968253968254,INCa/INSERM/DGOS
INFLUENZA * 3. Prevention,INFLUENZA,3,2.103968253968254,INCa/INSERM/DGOS
REGENERATIVE MEDICINE * 2. Etiology,REGENERATIVE MEDICINE,2,2.086453823953824,INCa/INSERM/DGOS
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 1. Biology,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),1,2.0861111111111112,INCa/INSERM/DGOS
MENTAL HEALTH * 3. Prevention,MENTAL HEALTH,3,2.0734126984126986,INCa/INSERM/DGOS
CONGENITAL STRUCTURAL ANOMALIES * 1. Biology,CONGENITAL STRUCTURAL ANOMALIES,1,2.0,INCa/INSERM/DGOS
ARTHRITIS * 1. Biology,ARTHRITIS,1,1.9791666666666663,INCa/INSERM/DGOS
ACQUIRED COGNITIVE IMPAIRMENT * 5. Treatment,ACQUIRED COGNITIVE IMPAIRMENT,5,1.945436507936508,INCa/INSERM/DGOS
HEMATOLOGY * 3. Prevention,HEMATOLOGY,3,1.9130952380952384,INCa/INSERM/DGOS
PROSTATE CANCER * 3. Prevention,PROSTATE CANCER,3,1.913095238095238,INCa/INSERM/DGOS
HEPATITIS * 1. Biology,HEPATITIS,1,1.908549783549784,INCa/INSERM/DGOS
"OBESITY * 4. Early Detection, Diagnosis",OBESITY,4,1.9047619047619049,INCa/INSERM/DGOS
HEPATITIS - C * 5. Treatment,HEPATITIS - C,5,1.8942821067821067,INCa/INSERM/DGOS
"HEPATITIS * 6. Cancer Control, Survivorship",HEPATITIS,6,1.885966810966811,INCa/INSERM/DGOS
MUSCULAR DYSTROPHY * 1. Biology,MUSCULAR DYSTROPHY,1,1.8813492063492059,INCa/INSERM/DGOS
ORGAN TRANSPLANTATION * 1. Biology,ORGAN TRANSPLANTATION,1,1.8452380952380951,INCa/INSERM/DGOS
VECTOR-BORNE DISEASES * 5. Treatment,VECTOR-BORNE DISEASES,5,1.838095238095238,INCa/INSERM/DGOS
"ENDOMETRIOSIS * 6. Cancer Control, Survivorship",ENDOMETRIOSIS,6,1.826190476190476,INCa/INSERM/DGOS
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN * 5. Treatment,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN,5,1.8079725829725828,INCa/INSERM/DGOS
RURAL HEALTH * 2. Etiology,RURAL HEALTH,2,1.8023809523809524,INCa/INSERM/DGOS
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 3. Prevention",ALCOHOLISM ALCOHOL USE AND HEALTH,3,1.7829365079365078,INCa/INSERM/DGOS
HIV/AIDS * 3. Prevention,HIV/AIDS,3,1.7815115440115439,INCa/INSERM/DGOS
"CROHN'S DISEASE * 4. Early Detection, Diagnosis",CROHN'S DISEASE,4,1.7666666666666664,INCa/INSERM/DGOS
STEM CELL RESEARCH - EMBRYONIC - HUMAN * 1. Biology,STEM CELL RESEARCH - EMBRYONIC - HUMAN,1,1.7511904761904757,INCa/INSERM/DGOS
"PERINATAL - BIRTH - PRETERM (LBW) * 6. Cancer Control, Survivorship",PERINATAL - BIRTH - PRETERM (LBW),6,1.7499999999999998,INCa/INSERM/DGOS
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 2. Etiology,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),2,1.7255952380952382,INCa/INSERM/DGOS
"CLIMATE-RELATED EXPOSURES AND CONDITIONS * 6. Cancer Control, Survivorship",CLIMATE-RELATED EXPOSURES AND CONDITIONS,6,1.713095238095238,INCa/INSERM/DGOS
"DEMENTIA * 6. Cancer Control, Survivorship",DEMENTIA,6,1.7075757575757575,INCa/INSERM/DGOS
DENTAL/ORAL AND CRANIOFACIAL DISEASE * 3. Prevention,DENTAL/ORAL AND CRANIOFACIAL DISEASE,3,1.6892857142857145,INCa/INSERM/DGOS
ALZHEIMER'S DISEASE * 1. Biology,ALZHEIMER'S DISEASE,1,1.6833333333333331,INCa/INSERM/DGOS
PARKINSON'S DISEASE * 1. Biology,PARKINSON'S DISEASE,1,1.673015873015873,INCa/INSERM/DGOS
NANOTECHNOLOGY * 1. Biology,NANOTECHNOLOGY,1,1.6388888888888888,INCa/INSERM/DGOS
TOBACCO * 1. Biology,TOBACCO,1,1.63531746031746,INCa/INSERM/DGOS
SMOKING AND HEALTH * 1. Biology,SMOKING AND HEALTH,1,1.63531746031746,INCa/INSERM/DGOS
"ACUTE RESPIRATORY DISTRESS SYNDROME * 6. Cancer Control, Survivorship",ACUTE RESPIRATORY DISTRESS SYNDROME,6,1.6285714285714286,INCa/INSERM/DGOS
GENETIC TESTING * 5. Treatment,GENETIC TESTING,5,1.625,INCa/INSERM/DGOS
MENTAL HEALTH * 5. Treatment,MENTAL HEALTH,5,1.575,INCa/INSERM/DGOS
FOODBORNE ILLNESS * 2. Etiology,FOODBORNE ILLNESS,2,1.5416666666666663,INCa/INSERM/DGOS
"PAIN RESEARCH * 4. Early Detection, Diagnosis",PAIN RESEARCH,4,1.5333333333333332,INCa/INSERM/DGOS
"HUMAN GENOME * 6. Cancer Control, Survivorship",HUMAN GENOME,6,1.5166666666666666,INCa/INSERM/DGOS
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 2. Etiology,HEALTH EFFECTS OF INDOOR AIR POLLUTION,2,1.5095238095238095,INCa/INSERM/DGOS
"EYE DISEASE AND DISORDERS OF VISION * 6. Cancer Control, Survivorship",EYE DISEASE AND DISORDERS OF VISION,6,1.5,INCa/INSERM/DGOS
NEUROSCIENCES * 3. Prevention,NEUROSCIENCES,3,1.4833333333333332,INCa/INSERM/DGOS
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 5. Treatment,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),5,1.4787698412698411,INCa/INSERM/DGOS
ALZHEIMER'S DISEASE * 5. Treatment,ALZHEIMER'S DISEASE,5,1.4787698412698411,INCa/INSERM/DGOS
DEMENTIA * 5. Treatment,DEMENTIA,5,1.4787698412698411,INCa/INSERM/DGOS
"PNEUMONIA * 6. Cancer Control, Survivorship",PNEUMONIA,6,1.4753968253968253,INCa/INSERM/DGOS
PAIN CONDITIONS - CHRONIC * 1. Biology,PAIN CONDITIONS - CHRONIC,1,1.4666666666666668,INCa/INSERM/DGOS
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 1. Biology,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,1,1.4523809523809523,INCa/INSERM/DGOS
RHEUMATOID ARTHRITIS * 5. Treatment,RHEUMATOID ARTHRITIS,5,1.45,INCa/INSERM/DGOS
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 5. Treatment,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,5,1.4083333333333334,INCa/INSERM/DGOS
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 6. Cancer Control, Survivorship",INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),6,1.3916666666666666,INCa/INSERM/DGOS
ATAXIA TELANGIECTASIA * 1. Biology,ATAXIA TELANGIECTASIA,1,1.3714285714285712,INCa/INSERM/DGOS
CYSTIC FIBROSIS * 5. Treatment,CYSTIC FIBROSIS,5,1.3583333333333334,INCa/INSERM/DGOS
ARTHRITIS * 2. Etiology,ARTHRITIS,2,1.338095238095238,INCa/INSERM/DGOS
"PAIN CONDITIONS - CHRONIC * 4. Early Detection, Diagnosis",PAIN CONDITIONS - CHRONIC,4,1.3333333333333333,INCa/INSERM/DGOS
CHRONIC LIVER DISEASE AND CIRRHOSIS * 3. Prevention,CHRONIC LIVER DISEASE AND CIRRHOSIS,3,1.3202020202020202,INCa/INSERM/DGOS
UNDERAGE DRINKING * 2. Etiology,UNDERAGE DRINKING,2,1.2912698412698411,INCa/INSERM/DGOS
ATHEROSCLEROSIS * 2. Etiology,ATHEROSCLEROSIS,2,1.2761904761904759,INCa/INSERM/DGOS
STROKE * 2. Etiology,STROKE,2,1.2666666666666668,INCa/INSERM/DGOS
SUBSTANCE ABUSE * 1. Biology,SUBSTANCE ABUSE,1,1.2567460317460315,INCa/INSERM/DGOS
VECTOR-BORNE DISEASES * 1. Biology,VECTOR-BORNE DISEASES,1,1.2291666666666663,INCa/INSERM/DGOS
SLEEP RESEARCH * 2. Etiology,SLEEP RESEARCH,2,1.225,INCa/INSERM/DGOS
OSTEOPOROSIS * 1. Biology,OSTEOPOROSIS,1,1.2166666666666668,INCa/INSERM/DGOS
