funder_name,rcdc_name_1_grnt,rcdc_name_1_pub,weight
Cancer Research UK,Comparative Effectiveness Research,Heart Disease - Coronary Heart Disease,1
Cancer Research UK,Comparative Effectiveness Research,Human Genome,2
Cancer Research UK,Comparative Effectiveness Research,Kidney Disease,2
Cancer Research UK,Comparative Effectiveness Research,Lung,4
Cancer Research UK,Comparative Effectiveness Research,Lung Cancer,1
Cancer Research UK,Comparative Effectiveness Research,Mental Health,7
Cancer Research UK,Comparative Effectiveness Research,Mind and Body,3
Cancer Research UK,Comparative Effectiveness Research,Neurodegenerative,1
Cancer Research UK,Comparative Effectiveness Research,Nutrition,35
Cancer Research UK,Comparative Effectiveness Research,Obesity,17
Cancer Research UK,Comparative Effectiveness Research,Ovarian Cancer,1
Cancer Research UK,Comparative Effectiveness Research,Pain Research,1
Cancer Research UK,Comparative Effectiveness Research,Patient Safety,1
Cancer Research UK,Comparative Effectiveness Research,Pediatric,19
Cancer Research UK,Comparative Effectiveness Research,Perinatal - Birth - Preterm (LBW),1
Cancer Research UK,Comparative Effectiveness Research,Prevention,53
Cancer Research UK,Comparative Effectiveness Research,Prostate Cancer,17
Cancer Research UK,Comparative Effectiveness Research,Rare Diseases,10
Cancer Research UK,Comparative Effectiveness Research,Sleep Research,1
Cancer Research UK,Comparative Effectiveness Research,Stem Cell Research,2
Cancer Research UK,Comparative Effectiveness Research,Suicide,3
Cancer Research UK,Comparative Effectiveness Research,Urologic Diseases,29
Cancer Research UK,Comparative Effectiveness Research,Vaccine Related,1
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Basic Behavioral and Social Science,3
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Behavioral and Social Science,4
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Clinical Research,4
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Comparative Effectiveness Research,1
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Depression,1
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Health Services,1
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Infant Mortality/ (LBW),3
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Mental Health,2
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Pediatric,3
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Smoking and Health,1
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Substance Abuse,2
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Tobacco,2
Cancer Research UK,Conditions Affecting the Embryonic and Fetal Periods,Youth Violence,2
Cancer Research UK,Contraception/Reproduction,Behavioral and Social Science,1
Cancer Research UK,Contraception/Reproduction,Clinical Research,9
Cancer Research UK,Contraception/Reproduction,Clinical Trials and Supportive Activities,1
Cancer Research UK,Contraception/Reproduction,Conditions Affecting the Embryonic and Fetal Periods,1
Cancer Research UK,Contraception/Reproduction,Contraception/Reproduction,2
Cancer Research UK,Contraception/Reproduction,Digestive Diseases,1
Cancer Research UK,Contraception/Reproduction,Health Services,1
Cancer Research UK,Contraception/Reproduction,Infertility,1
Cancer Research UK,Contraception/Reproduction,Injury (total) Accidents/Adverse Effects,1
Cancer Research UK,Contraception/Reproduction,Liver Disease,1
Cancer Research UK,Contraception/Reproduction,Mind and Body,1
Cancer Research UK,Contraception/Reproduction,Neurosciences,1
Cancer Research UK,Contraception/Reproduction,Nutrition,3
Cancer Research UK,Contraception/Reproduction,Pediatric,10
Cancer Research UK,Contraception/Reproduction,Perinatal - Birth - Preterm (LBW),1
Cancer Research UK,Contraception/Reproduction,Perinatal Period - Conditions Originating in Perinatal Period,2
Cancer Research UK,Contraception/Reproduction,Prevention,1
Cancer Research UK,Contraception/Reproduction,Sleep Research,1
Cancer Research UK,Contraception/Reproduction,Smoking and Health,1
Cancer Research UK,Cost Effectiveness Research,Aging,10
Cancer Research UK,Cost Effectiveness Research,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),1
Cancer Research UK,Cost Effectiveness Research,Atherosclerosis,1
Cancer Research UK,Cost Effectiveness Research,Behavioral and Social Science,3
Cancer Research UK,Cost Effectiveness Research,Brain Disorders,5
Cancer Research UK,Cost Effectiveness Research,Cancer,31
Cancer Research UK,Cost Effectiveness Research,Cardiovascular,1
Cancer Research UK,Cost Effectiveness Research,Chronic Fatigue Syndrome (ME/CFS),1
Cancer Research UK,Cost Effectiveness Research,Climate-Related Exposures and Conditions,1
Cancer Research UK,Cost Effectiveness Research,Clinical Research,25
Cancer Research UK,Cost Effectiveness Research,Clinical Trials and Supportive Activities,6
Cancer Research UK,Cost Effectiveness Research,Comparative Effectiveness Research,4
Cancer Research UK,Cost Effectiveness Research,Complementary and Alternative Medicine,1
Cancer Research UK,Cost Effectiveness Research,Dementia,1
Cancer Research UK,Cost Effectiveness Research,Depression,6
Cancer Research UK,Cost Effectiveness Research,Diabetes,1
Cancer Research UK,Cost Effectiveness Research,Diagnostic Radiology,2
Cancer Research UK,Cost Effectiveness Research,Digestive Diseases,1
Cancer Research UK,Cost Effectiveness Research,Genetics,4
Cancer Research UK,Cost Effectiveness Research,Health Services,3
Cancer Research UK,Cost Effectiveness Research,Heart Disease,1
Cancer Research UK,Cost Effectiveness Research,Infertility,1
Cancer Research UK,Cost Effectiveness Research,Lung,2
Cancer Research UK,Cost Effectiveness Research,Mental Health,11
Cancer Research UK,Cost Effectiveness Research,Mind and Body,1
Cancer Research UK,Cost Effectiveness Research,Neurodegenerative,4
Cancer Research UK,Cost Effectiveness Research,Neurosciences,7
Cancer Research UK,Cost Effectiveness Research,Nutrition,12
Cancer Research UK,Cost Effectiveness Research,Obesity,4
Cancer Research UK,Cost Effectiveness Research,Osteoporosis,1
Cancer Research UK,Cost Effectiveness Research,Pain Conditions - Chronic,16
Cancer Research UK,Cost Effectiveness Research,Pain Research,22
Cancer Research UK,Cost Effectiveness Research,Patient Safety,1
Cancer Research UK,Cost Effectiveness Research,Pediatric,9
Cancer Research UK,Cost Effectiveness Research,Physical Rehabilitation,1
Cancer Research UK,Cost Effectiveness Research,Prevention,13
Cancer Research UK,Cost Effectiveness Research,Prostate Cancer,8
Cancer Research UK,Cost Effectiveness Research,Rare Diseases,1
Cancer Research UK,Cost Effectiveness Research,Rehabilitation,1
Cancer Research UK,Cost Effectiveness Research,Substance Abuse,3
Cancer Research UK,Cost Effectiveness Research,Suicide,1
Cancer Research UK,Cost Effectiveness Research,Urologic Diseases,4
Cancer Research UK,Diagnostic Radiology,Aging,4
Cancer Research UK,Diagnostic Radiology,Behavioral and Social Science,2
Cancer Research UK,Diagnostic Radiology,Bioengineering,2
Cancer Research UK,Diagnostic Radiology,Biotechnology,3
Cancer Research UK,Diagnostic Radiology,Breast Cancer,7
Cancer Research UK,Diagnostic Radiology,Cancer,24
Cancer Research UK,Diagnostic Radiology,Climate-Related Exposures and Conditions,1
Cancer Research UK,Diagnostic Radiology,Clinical Research,9
Cancer Research UK,Diagnostic Radiology,Clinical Trials and Supportive Activities,3
Cancer Research UK,Diagnostic Radiology,Colo-Rectal Cancer,2
Cancer Research UK,Diagnostic Radiology,Comparative Effectiveness Research,1
Cancer Research UK,Diagnostic Radiology,Diagnostic Radiology,15
Cancer Research UK,Diagnostic Radiology,Digestive Diseases,2
Cancer Research UK,Diagnostic Radiology,Genetics,5
Cancer Research UK,Diagnostic Radiology,HIV/AIDS,2
Cancer Research UK,Diagnostic Radiology,Heart Disease,2
Cancer Research UK,Diagnostic Radiology,Heart Disease - Coronary Heart Disease,2
Cancer Research UK,Diagnostic Radiology,Hematology,1
Cancer Research UK,Diagnostic Radiology,Lung,2
Cancer Research UK,Diagnostic Radiology,Neurofibromatosis,1
Cancer Research UK,Diagnostic Radiology,Neurosciences,2
Cancer Research UK,Diagnostic Radiology,Nutrition,3
Cancer Research UK,Diagnostic Radiology,Prevention,3
Cancer Research UK,Diagnostic Radiology,Prostate Cancer,12
Cancer Research UK,Diagnostic Radiology,Rare Diseases,8
Cancer Research UK,Diagnostic Radiology,Stem Cell Research,1
Cancer Research UK,Diagnostic Radiology,Urologic Diseases,5
Cancer Research UK,Diagnostic Radiology,Vaccine Related,1
Cancer Research UK,Digestive Diseases,Acquired Cognitive Impairment,1
Cancer Research UK,Digestive Diseases,Aging,23
Cancer Research UK,Digestive Diseases,"Alcoholism, Alcohol Use and Health",2
Cancer Research UK,Digestive Diseases,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),1
Cancer Research UK,Digestive Diseases,Antimicrobial Resistance,1
Cancer Research UK,Digestive Diseases,Arthritis,3
Cancer Research UK,Digestive Diseases,Atherosclerosis,2
Cancer Research UK,Digestive Diseases,Autoimmune Disease,5
Cancer Research UK,Digestive Diseases,Basic Behavioral and Social Science,6
Cancer Research UK,Digestive Diseases,Behavioral and Social Science,24
Cancer Research UK,Digestive Diseases,Biodefense,1
Cancer Research UK,Digestive Diseases,Bioengineering,6
Cancer Research UK,Digestive Diseases,Biotechnology,55
Cancer Research UK,Digestive Diseases,Brain Cancer,4
Cancer Research UK,Digestive Diseases,Brain Disorders,9
Cancer Research UK,Digestive Diseases,Breast Cancer,37
Cancer Research UK,Digestive Diseases,Cancer,449
Cancer Research UK,Digestive Diseases,Cardiovascular,10
Cancer Research UK,Digestive Diseases,Cervical Cancer,2
Cancer Research UK,Digestive Diseases,Childhood Leukemia,1
Cancer Research UK,Digestive Diseases,Chronic Obstructive Pulmonary Disease,1
Cancer Research UK,Digestive Diseases,Climate-Related Exposures and Conditions,1
Cancer Research UK,Digestive Diseases,Clinical Research,122
Cancer Research UK,Digestive Diseases,Clinical Trials and Supportive Activities,14
Cancer Research UK,Digestive Diseases,Colo-Rectal Cancer,53
Cancer Research UK,Digestive Diseases,Comparative Effectiveness Research,2
Cancer Research UK,Digestive Diseases,Complementary and Alternative Medicine,6
Cancer Research UK,Digestive Diseases,Dental/Oral and Craniofacial Disease,16
Cancer Research UK,Digestive Diseases,Depression,4
Cancer Research UK,Digestive Diseases,Diabetes,5
Cancer Research UK,Digestive Diseases,Diagnostic Radiology,9
Cancer Research UK,Digestive Diseases,Digestive Diseases,100
Cancer Research UK,Digestive Diseases,Emerging Infectious Diseases,2
Cancer Research UK,Digestive Diseases,Endometriosis,1
Cancer Research UK,Digestive Diseases,Estrogen,1
Cancer Research UK,Digestive Diseases,Genetic Testing,8
Cancer Research UK,Digestive Diseases,Genetics,233
Cancer Research UK,Digestive Diseases,Health Services,14
Cancer Research UK,Digestive Diseases,Heart Disease,8
Cancer Research UK,Digestive Diseases,Hematology,7
Cancer Research UK,Digestive Diseases,Human Genome,44
Cancer Research UK,Digestive Diseases,Hypertension,1
Cancer Research UK,Digestive Diseases,Immunization,3
Cancer Research UK,Digestive Diseases,Infectious Diseases,5
Cancer Research UK,Digestive Diseases,Inflammatory Bowel Disease,9
Cancer Research UK,Digestive Diseases,Intellectual and Developmental Disabilities (IDD),3
Cancer Research UK,Digestive Diseases,Kidney Disease,4
Cancer Research UK,Digestive Diseases,Liver Disease,2
Cancer Research UK,Digestive Diseases,Lung,22
Cancer Research UK,Digestive Diseases,Lung Cancer,6
Cancer Research UK,Digestive Diseases,Lymphoma,1
Cancer Research UK,Digestive Diseases,Malaria,2
Cancer Research UK,Digestive Diseases,Mental Health,10
Cancer Research UK,Digestive Diseases,Mind and Body,1
Cancer Research UK,Digestive Diseases,Networking and Information Technology R&D,4
Cancer Research UK,Digestive Diseases,Neuroblastoma,1
Cancer Research UK,Digestive Diseases,Neurosciences,9
Cancer Research UK,Digestive Diseases,Nutrition,39
Cancer Research UK,Digestive Diseases,Obesity,12
Cancer Research UK,Digestive Diseases,Orphan Drug,8
Cancer Research UK,Digestive Diseases,Ovarian Cancer,6
Cancer Research UK,Digestive Diseases,Pain Conditions - Chronic,2
Cancer Research UK,Digestive Diseases,Pain Research,1
Cancer Research UK,Digestive Diseases,Pancreatic Cancer,11
Cancer Research UK,Digestive Diseases,Patient Safety,14
Cancer Research UK,Digestive Diseases,Pediatric,16
Cancer Research UK,Digestive Diseases,Pediatric Cancer,1
Cancer Research UK,Digestive Diseases,Pediatric Research Initiative,1
Cancer Research UK,Digestive Diseases,Pneumonia,1
Cancer Research UK,Digestive Diseases,Pneumonia & Influenza,1
Cancer Research UK,Digestive Diseases,Prevention,83
Cancer Research UK,Digestive Diseases,Prostate Cancer,4
Cancer Research UK,Digestive Diseases,Rare Diseases,117
Cancer Research UK,Digestive Diseases,Regenerative Medicine,3
Cancer Research UK,Digestive Diseases,Rehabilitation,3
Cancer Research UK,Digestive Diseases,Septicemia,1
Cancer Research UK,Digestive Diseases,Sleep Research,1
Cancer Research UK,Digestive Diseases,Smoking and Health,10
Cancer Research UK,Digestive Diseases,Stem Cell Research,26
Cancer Research UK,Digestive Diseases,Stem Cell Research - Nonembryonic - Human,2
Cancer Research UK,Digestive Diseases,Stem Cell Research - Nonembryonic - Non-Human,2
Cancer Research UK,Digestive Diseases,Substance Abuse,2
Cancer Research UK,Digestive Diseases,Tobacco,1
Cancer Research UK,Digestive Diseases,Transplantation,1
Cancer Research UK,Digestive Diseases,Urologic Diseases,5
Cancer Research UK,Digestive Diseases,Vaccine Related,11
Cancer Research UK,Genetics,Agent Orange & Dioxin,1
Cancer Research UK,Genetics,Aging,72
Cancer Research UK,Genetics,"Alcoholism, Alcohol Use and Health",1
Cancer Research UK,Genetics,Alzheimer's Disease,4
Cancer Research UK,Genetics,Antimicrobial Resistance,4
Cancer Research UK,Genetics,Arthritis,1
Cancer Research UK,Genetics,Asthma,1
Cancer Research UK,Genetics,Ataxia Telangiectasia,4
Cancer Research UK,Genetics,Autoimmune Disease,14
Cancer Research UK,Genetics,Basic Behavioral and Social Science,1
Cancer Research UK,Genetics,Behavioral and Social Science,4
Cancer Research UK,Genetics,Biodefense,4
Cancer Research UK,Genetics,Bioengineering,31
Cancer Research UK,Genetics,Biotechnology,251
Cancer Research UK,Genetics,Brain Cancer,2
Cancer Research UK,Genetics,Brain Disorders,35
Cancer Research UK,Genetics,Breast Cancer,133
Cancer Research UK,Genetics,Cancer,1144
Cancer Research UK,Genetics,Cardiovascular,8
Cancer Research UK,Genetics,Cervical Cancer,1
Cancer Research UK,Genetics,Childhood Leukemia,4
Cancer Research UK,Genetics,Climate-Related Exposures and Conditions,7
Cancer Research UK,Genetics,Clinical Research,78
Cancer Research UK,Genetics,Clinical Trials and Supportive Activities,18
Cancer Research UK,Genetics,Colo-Rectal Cancer,38
Cancer Research UK,Genetics,Comparative Effectiveness Research,1
Cancer Research UK,Genetics,Complementary and Alternative Medicine,2
Cancer Research UK,Genetics,Conditions Affecting the Embryonic and Fetal Periods,1
Cancer Research UK,Genetics,Congenital Structural Anomalies,4
Cancer Research UK,Genetics,Contraception/Reproduction,15
Cancer Research UK,Genetics,Dental/Oral and Craniofacial Disease,7
Cancer Research UK,Genetics,Diabetes,14
Cancer Research UK,Genetics,Diagnostic Radiology,20
Cancer Research UK,Genetics,Digestive Diseases,102
Cancer Research UK,Genetics,Emerging Infectious Diseases,16
Cancer Research UK,Genetics,Epilepsy,3
Cancer Research UK,Genetics,Estrogen,12
Cancer Research UK,Genetics,Eye Disease And Disorders Of Vision,2
Cancer Research UK,Genetics,Gene Therapy,1
Cancer Research UK,Genetics,Genetic Testing,13
Cancer Research UK,Genetics,Genetics,1306
Cancer Research UK,Genetics,HIV/AIDS,5
Cancer Research UK,Genetics,Health Services,1
Cancer Research UK,Genetics,Heart Disease,4
Cancer Research UK,Genetics,Heart Disease - Coronary Heart Disease,3
Cancer Research UK,Genetics,Hematology,27
Cancer Research UK,Genetics,Hepatitis,3
Cancer Research UK,Genetics,Human Fetal Tissue,1
Cancer Research UK,Genetics,Human Genome,102
Cancer Research UK,Genetics,Huntington's Disease,1
Cancer Research UK,Genetics,Hypertension,7
Cancer Research UK,Genetics,Immunization,4
Cancer Research UK,Genetics,Infectious Diseases,24
Cancer Research UK,Genetics,Inflammatory Bowel Disease,3
Cancer Research UK,Genetics,Injury (total) Accidents/Adverse Effects,1
Cancer Research UK,Genetics,Intellectual and Developmental Disabilities (IDD),4
Cancer Research UK,Genetics,Kidney Disease,15
Cancer Research UK,Genetics,Liver Cancer,2
Cancer Research UK,Genetics,Liver Disease,18
